"TYPE_CODE","MANUFACTURER","MODEL","ENGINE_TYPE"
"DR10","SAN","DR-1051 Excellence","Piston"
"DR10","SAN","Excellence","Piston"
"D150","SAN","Mascaret","Piston"
"D140","SAN","Mousquetaire","Piston"
"DR1","SANDS","Fokker Dr-1","Piston"
"FU24","SARGENT-FLETCHER","FU-24","Piston"
"A3ST","SATIC","A-300ST Beluga","Jet"
"A3ST","SATIC","A-300ST Super Transporter","Jet"
"A3ST","SATIC","Beluga","Jet"
"A3ST","SATIC","Super Transporter","Jet"
"J3","SATURN-AVIA","J-3 Cub","Piston"
"J3","SATURN-AVIA","Cub","Piston"
"R2","SAU","R-02 Robert","Piston"
"R2","SAU","Robert","Piston"
"PAGO","SAUPER","ADV-01 Papango","Piston"
"J300","SAUPER","J-300 Joker","Piston"
"J300","SAUPER","Joker","Piston"
"PAGO","SAUPER","Papango","Piston"
"SP6E","SAUSER","P-6E Replica","Piston"
"ARES","SCALED","151 Ares","Jet"
"PRTS","SCALED","281 Proteus","Jet"
"ARES","SCALED","Ares","Jet"
"PRTS","SCALED","Proteus","Jet"
"TAA1","SCALED","TAA-1","Piston"
"WHK2","SCALED","348 White Knight Two","Jet"
"WHK2","SCALED","White Knight Two","Jet"
"SS2","SCALED","Space Ship Two","Rocket"
"SS2","SCALED","339 Space Ship Two","Rocket"
"S355","SCALED","355 Firebird","Piston"
"S355","SCALED","Firebird","Piston"
"SLCH","SCALED","351 Stratolaunch","Jet"
"SLCH","SCALED","Stratolaunch","Jet"
"SWFT","SCALED","400 Swift","Jet"
"SWFT","SCALED","Swift","Jet"
"S401","SCALED","401 Sierra","Jet"
"S401","SCALED","Sierra","Jet"
"G44","SCAN","SCAN-30","Piston"
"CP30","SCANOR","CP-301 Emeraude","Piston"
"CP30","SCANOR","Emeraude","Piston"
"DHC6","SCENIC","DHC-6 Vistaliner","Turboprop/Turboshaft"
"C02T","SCENIC","Turbo Star 402","Turboprop/Turboshaft"
"C14T","SCENIC","Turbo Star 414","Turboprop/Turboshaft"
"DHC6","SCENIC","Vistaliner","Turboprop/Turboshaft"
"PAT4","SCHAFER","Comanchero 500","Turboprop/Turboshaft"
"PAY2","SCHAFER","Comanchero 620","Turboprop/Turboshaft"
"DC3T","SCHAFER","DC-3-65TP","Turboprop/Turboshaft"
"SF25","SCHEIBE","Falke","Piston"
"SF24","SCHEIBE","Motorspatz","Piston"
"SF25","SCHEIBE","Rotax Falke","Piston"
"SF23","SCHEIBE","SF-23 Sperling","Piston"
"SF24","SCHEIBE","SF-24 Motorspatz","Piston"
"SF25","SCHEIBE","SF-25 Falke","Piston"
"SF25","SCHEIBE","SF-25 Rotax Falke","Piston"
"SF25","SCHEIBE","SF-25 Super Falke","Piston"
"SF25","SCHEIBE","SF-25 Superschlepper","Piston"
"SF27","SCHEIBE","SF-27M","Piston"
"SF28","SCHEIBE","SF-28 Tandem Falke","Piston"
"SF32","SCHEIBE","SF-32","Piston"
"SF35","SCHEIBE","SF-35","Piston"
"SF36","SCHEIBE","SF-36","Piston"
"SF23","SCHEIBE","Sperling","Piston"
"SF25","SCHEIBE","Super Falke","Piston"
"SF25","SCHEIBE","Superschlepper","Piston"
"SF28","SCHEIBE","Tandem Falke","Piston"
"SF25","SCHEIBE","SF-25 Turbo Falke","Piston"
"SF25","SCHEIBE","Turbo Falke","Piston"
"DISC","SCHEMPP-HIRTH","Discus 2T","Piston"
"DISC","SCHEMPP-HIRTH","Discus 2CT","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 4DLM","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 4DLT","Piston"
"ARCP","SCHEMPP-HIRTH","Arcus T","Piston"
"ARCP","SCHEMPP-HIRTH","Arcus M","Piston"
"ARCE","SCHEMPP-HIRTH","Arcus E","Electric"
"DUOD","SCHEMPP-HIRTH","Duo Discus XT","Piston"
"DUOD","SCHEMPP-HIRTH","Duo Discus XLT","Piston"
"VENT","SCHEMPP-HIRTH","Ventus bT","Piston"
"VENT","SCHEMPP-HIRTH","Ventus cM","Piston"
"VENT","SCHEMPP-HIRTH","Ventus cT","Piston"
"VENT","SCHEMPP-HIRTH","Ventus 2cM","Piston"
"VENT","SCHEMPP-HIRTH","Ventus 2cT","Piston"
"VENT","SCHEMPP-HIRTH","Ventus 2cxM","Piston"
"VENT","SCHEMPP-HIRTH","Ventus 2cxT","Piston"
"VENT","SCHEMPP-HIRTH","Ventus 3M","Piston"
"VENT","SCHEMPP-HIRTH","Ventus 3T","Piston"
"VNTE","SCHEMPP-HIRTH","Ventus 3F","Electric"
"QINT","SCHEMPP-HIRTH","Quintus","Piston"
"DISC","SCHEMPP-HIRTH","Discus BM","Piston"
"DISC","SCHEMPP-HIRTH","Discus BT","Piston"
"JANU","SCHEMPP-HIRTH","Janus BM","Piston"
"JANU","SCHEMPP-HIRTH","Janus CM","Piston"
"JANU","SCHEMPP-HIRTH","Janus CT","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 2M","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 3DM","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 3DT","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 3T","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 4DM","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 4DT","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 4M","Piston"
"NIMB","SCHEMPP-HIRTH","Nimbus 4T","Piston"
"DUOD","SCHEMPP-HIRTH","Duo Discus T","Piston"
"AS25","SCHLEICHER","ASH-25E","Piston"
"AS25","SCHLEICHER","ASH-25M","Piston"
"AS25","SCHLEICHER","ASH-25Mi","Piston"
"AS25","SCHLEICHER","ASH-25SL","Piston"
"AS26","SCHLEICHER","ASH-26E","Piston"
"AS14","SCHLEICHER","ASK-14","Piston"
"AS16","SCHLEICHER","ASK-16","Piston"
"AS21","SCHLEICHER","ASK-21Mi","Piston"
"AS20","SCHLEICHER","ASW-20TOP","Piston"
"AS22","SCHLEICHER","ASW-22BE","Piston"
"AS22","SCHLEICHER","ASW-22BLE","Piston"
"AS22","SCHLEICHER","ASW-22M","Piston"
"AS24","SCHLEICHER","ASW-24E","Piston"
"AS24","SCHLEICHER","ASW-24TOP","Piston"
"AS28","SCHLEICHER","ASW-28E","Piston"
"A32E","SCHLEICHER","ASG-32EL","Electric"
"A32P","SCHLEICHER","ASG-32Mi","Piston"
"AS29","SCHLEICHER","ASG-29Es","Piston"
"A34E","SCHLEICHER","AS-34Me","Electric"
"A33P","SCHLEICHER","AS-33Es","Piston"
"A33E","SCHLEICHER","AS-33Me","Electric"
"AS29","SCHLEICHER","ASG-29E","Piston"
"A20J","SCHLEICHER","ASW-20J","Jet"
"AS29","SCHLEICHER","ASW-27-18E","Piston"
"AS30","SCHLEICHER","ASH-30Mi","Piston"
"AS31","SCHLEICHER","ASH-31Mi","Piston"
"SA38","SCHWEIZER","RU-38A Twin Condor","Piston"
"SA8T","SCHWEIZER","Twin Condor (turbine)","Turboprop/Turboshaft"
"SA8T","SCHWEIZER","RU-38B Twin Condor","Turboprop/Turboshaft"
"SA8T","SCHWEIZER","SA-2-38B Twin Condor","Turboprop/Turboshaft"
"H269","SCHWEIZER","269","Piston"
"H269","SCHWEIZER","269A","Piston"
"H269","SCHWEIZER","269B","Piston"
"H269","SCHWEIZER","269C","Piston"
"H269","SCHWEIZER","269C Sky Knight","Piston"
"S330","SCHWEIZER","269D 330","Turboprop/Turboshaft"
"S330","SCHWEIZER","269D 333","Turboprop/Turboshaft"
"H269","SCHWEIZER","300","Piston"
"H269","SCHWEIZER","300 Sky Knight","Piston"
"S330","SCHWEIZER","330","Turboprop/Turboshaft"
"S330","SCHWEIZER","333","Turboprop/Turboshaft"
"G164","SCHWEIZER","Ag-Cat","Piston"
"G64T","SCHWEIZER","Ag-Cat Turbine","Turboprop/Turboshaft"
"SA37","SCHWEIZER","Condor","Piston"
"G164","SCHWEIZER","G-164 Ag-Cat","Piston"
"G64T","SCHWEIZER","G-164 Ag-Cat Turbine","Turboprop/Turboshaft"
"G164","SCHWEIZER","G-164 Super Ag-Cat","Piston"
"G64T","SCHWEIZER","G-164 Turbo Ag-Cat","Turboprop/Turboshaft"
"H269","SCHWEIZER","Hkp5","Piston"
"H269","SCHWEIZER","Osage","Piston"
"SA37","SCHWEIZER","RG-8 Condor","Piston"
"SA38","SCHWEIZER","SA-2-38A Twin Condor","Piston"
"SG37","SCHWEIZER","SGM-2-37","Piston"
"H269","SCHWEIZER","Sky Knight","Piston"
"G164","SCHWEIZER","Super Ag-Cat","Piston"
"TEAL","SCHWEIZER","Teal","Piston"
"SG37","SCHWEIZER","TG-7","Piston"
"H269","SCHWEIZER","TH-55 Osage","Piston"
"H269","SCHWEIZER","TH-300","Piston"
"TEAL","SCHWEIZER","TSC-1 Teal","Piston"
"G64T","SCHWEIZER","Turbo Ag-Cat","Turboprop/Turboshaft"
"SA37","SCHWEIZER","SA-2-37 Condor","Piston"
"SA38","SCHWEIZER","Twin Condor (piston)","Piston"
"CP13","SCINTEX","CP-1310 Super Emeraude","Piston"
"CP13","SCINTEX","CP-1315 Super Emeraude","Piston"
"CP13","SCINTEX","CP-1330 Super Emeraude","Piston"
"CP30","SCINTEX","Emeraude","Piston"
"RUBI","SCINTEX","ML-250 Rubis","Piston"
"RUBI","SCINTEX","Rubis","Piston"
"CP13","SCINTEX","Super Emeraude","Piston"
"CP30","SCINTEX","CP-301 Emeraude","Piston"
"CP30","SCINTEX","CP-315 Emeraude","Piston"
"PETR","SCODA","Super Petrel","Piston"
"BDOG","SCOTTISH AVIATION","Bulldog","Piston"
"BDOG","SCOTTISH AVIATION","Fpl61","Piston"
"BDOG","SCOTTISH AVIATION","SA-3 Bulldog","Piston"
"BDOG","SCOTTISH AVIATION","Sk61","Piston"
"TPIN","SCOTTISH AVIATION","Twin Pioneer","Piston"
"SCW1","SCWAL","101","Piston"
"SB7","SEABIRD","SB-7 Seeker","Piston"
"SB7","SEABIRD","Seeker","Piston"
"JAB4","SEABIRD","Yamamah J430","Piston"
"SHEA","SEAFLIGHT","Shearwater","Piston"
"SEAW","SEAWIND","Seawind","Piston"
"SEAT","SEAWIND","Turbine Seawind","Turboprop/Turboshaft"
"PA23","SEGUIN","Geronimo","Piston"
"PA34","SEGUIN","Princess","Piston"
"FLCO","SELEX ES","Falco","Piston"
"FLCO","SELEX GALILEO","Falco","Piston"
"JAGR","SEPECAT","Jaguar","Jet"
"JAGR","SEPECAT","Shamsher","Jet"
"F8L","SEQUOIA","F-8L Falco","Piston"
"F8L","SEQUOIA","Falco","Piston"
"G164","SERV-AERO","Ag-Cat-Leo","Piston"
"G164","SERV-AERO","G-164 Ag-Cat-Leo","Piston"
"SS2P","SERV-AERO","S-2 Thrush (piston conversions)","Piston"
"SS2T","SERV-AERO","S-2 Thrush (turboprop conversions)","Turboprop/Turboshaft"
"SS2P","SERV-AERO","Thrush (piston conversions)","Piston"
"SS2T","SERV-AERO","Thrush (turboprop conversions)","Turboprop/Turboshaft"
"SERA","SERVOPLANT","Aerocraft","Piston"
"AS32","SF","AS-532 Cougar","Turboprop/Turboshaft"
"AS32","SF","Cougar","Turboprop/Turboshaft"
"F18H","SF","FA-18 Hornet","Jet"
"F18H","SF","Hornet","Jet"
"SGRA","SG AVIATION","Rally","Piston"
"SSTM","SG AVIATION","Sea Storm","Piston"
"STRM","SG AVIATION","Storm","Piston"
"S400","SGAU","Kapitan","Piston"
"S202","SGAU","S-202","Piston"
"S400","SGAU","S-400 Kapitan","Piston"
"YAST","SGAU","Yastreb","Piston"
"AN12","SHAANXI","Y-8","Turboprop/Turboshaft"
"BU81","SHADIN","Aeropony","Piston"
"BU81","SHADIN","S-10 Aeropony","Piston"
"MD82","SHANGHAI","MD-82","Jet"
"MD83","SHANGHAI","MD-83","Jet"
"MD90","SHANGHAI","MD-90","Jet"
"H269","SHANGHAI SIKORSKY","Shen 2","Piston"
"H269","SHANGHAI SIKORSKY","Shen 3","Piston"
"S330","SHANGHAI SIKORSKY","Shen 4","Turboprop/Turboshaft"
"SHRK","SHARK AERO","Shark","Piston"
"SASH","SHARK AIRCRAFT","Shark","Piston"
"J8B","SHENYANG","JZ-8F","Jet"
"SU27","SHENYANG","J-15","Jet"
"SU27","SHENYANG","J-16","Jet"
"MG17","SHENYANG","F-5","Jet"
"MG19","SHENYANG","F-6","Jet"
"MG17","SHENYANG","FT-5","Jet"
"MG17","SHENYANG","J-5","Jet"
"MG19","SHENYANG","J-6","Jet"
"SU27","SHENYANG","J-11","Jet"
"MG17","SHENYANG","JJ-5","Jet"
"MG19","SHENYANG","JJ-6","Jet"
"MG19","SHENYANG","JZ-6","Jet"
"J8A","SHENYANG","JZ-8","Jet"
"J8A","SHENYANG","J-8A","Jet"
"J8A","SHENYANG","J-8E","Jet"
"J8B","SHENYANG","F-8T","Jet"
"J8B","SHENYANG","J-8B","Jet"
"J8B","SHENYANG","J-8D","Jet"
"J8B","SHENYANG","J-8F","Jet"
"J8B","SHENYANG","J-8H","Jet"
"J8B","SHENYANG","J-8T","Jet"
"C162","SHENYANG","162 Skycatcher","Piston"
"C162","SHENYANG","Skycatcher","Piston"
"HU1","SHENYANG SAILPLANE","HU-1 Seagull","Piston"
"HU2","SHENYANG SAILPLANE","HU-2 Petrel","Piston"
"HU2","SHENYANG SAILPLANE","Petrel","Piston"
"HU1","SHENYANG SAILPLANE","Seagull","Piston"
"SHER","SHERPA","Sherpa","Piston"
"SHER","SHERPA","Sherpa C-400","Piston"
"SHRT","SHERPA","Sherpa K-650T","Turboprop/Turboshaft"
"TB20","SHIJIAZHUANG","LE-500 Little Eagle","Piston"
"TB20","SHIJIAZHUANG","LE-500 Xiaoying","Piston"
"TB20","SHIJIAZHUANG","Little Eagle","Piston"
"TB20","SHIJIAZHUANG","Xiaoying","Piston"
"AN2","SHIJIAZHUANG","Y-5","Piston"
"US2","SHINMAYWA","US-2","Turboprop/Turboshaft"
"MOR2","SHINN","2150","Piston"
"SH33","SHORT","330","Turboprop/Turboshaft"
"SH36","SHORT","360","Turboprop/Turboshaft"
"BELF","SHORT","Belfast","Turboprop/Turboshaft"
"SH33","SHORT","C-23 Sherpa","Turboprop/Turboshaft"
"CNBR","SHORT","Canberra","Jet"
"SAND","SHORT","S-25 Sandringham","Piston"
"TUCA","SHORT","S-312 Tucano","Turboprop/Turboshaft"
"SAND","SHORT","Sandringham","Piston"
"BELF","SHORT","SC-5 Belfast","Turboprop/Turboshaft"
"SC7","SHORT","SC-7 Skyliner","Turboprop/Turboshaft"
"SC7","SHORT","SC-7 Skyvan","Turboprop/Turboshaft"
"SH33","SHORT","SD3-30","Turboprop/Turboshaft"
"SH36","SHORT","SD3-60","Turboprop/Turboshaft"
"SH33","SHORT","Sherpa","Turboprop/Turboshaft"
"SC7","SHORT","Skyliner","Turboprop/Turboshaft"
"SC7","SHORT","Skyvan","Turboprop/Turboshaft"
"TUCA","SHORT","Tucano","Turboprop/Turboshaft"
"YUNO","SHUYA","Yunona","Piston"
"F26T","SIAI-MARCHETTI","SF-260T","Turboprop/Turboshaft"
"M345","SIAI-MARCHETTI","M-345","Jet"
"F600","SIAI-MARCHETTI","Canguro","Turboprop/Turboshaft"
